,t,ax,ay,az
0,0.0,0.084346,-0.196211,9.926624
1,0.004166666666666667,0.084346,-0.200997,9.905089
2,0.008333333333333333,0.098703,-0.200997,9.902696
3,0.0125,0.009571,-0.208773,9.902696
4,0.016666666666666666,0.083748,-0.156131,9.915856
5,0.020833333333333332,0.089132,-0.147158,9.916455
6,0.025,0.075373,-0.150747,9.859625
7,0.029166666666666667,0.0664,-0.166899,9.894321
8,0.03333333333333333,0.08315,-0.184845,9.875777
9,0.0375,0.08315,-0.190229,9.89791
10,0.041666666666666664,0.050249,-0.190229,9.93141
11,0.04583333333333333,0.072981,-0.165104,9.93141
12,0.05,0.070588,-0.214755,9.917053
13,0.05416666666666667,0.038883,-0.157328,9.888937
14,0.058333333333333334,0.038883,-0.145363,9.948758
15,0.0625,0.083748,-0.145363,9.930811
16,0.06666666666666667,0.049651,-0.208175,9.917651
17,0.07083333333333333,0.074775,-0.190827,9.917651
18,0.075,0.063409,-0.157328,9.915258
19,0.07916666666666666,0.063409,-0.162113,9.912267
20,0.08333333333333333,0.097507,-0.200997,9.879366
21,0.0875,0.083748,-0.200997,9.888937
22,0.09166666666666666,0.050249,-0.131007,9.920044
23,0.09583333333333333,0.073579,-0.169292,9.920044
24,0.1,0.073579,-0.181256,9.905687
25,0.10416666666666667,0.04666,-0.171685,9.899107
26,0.10833333333333334,0.068195,-0.171685,9.908678
27,0.1125,0.081954,-0.169292,9.902098
28,0.11666666666666667,0.05324,-0.210568,9.902098
29,0.12083333333333333,0.059222,-0.18305,9.890732
30,0.125,0.05982,-0.175274,9.911071
31,0.12916666666666665,0.05982,-0.20638,9.919446
32,0.13333333333333333,0.095712,-0.20638,9.886544
33,0.1375,0.061016,-0.18664,9.912267
34,0.14166666666666666,0.101096,-0.167497,9.912267
35,0.14583333333333334,0.073579,-0.19322,9.900303
36,0.15,0.038883,-0.129212,9.930811
37,0.15416666666666667,0.038883,-0.187836,9.903892
38,0.15833333333333333,0.08315,-0.187836,9.911071
39,0.1625,0.09332,-0.151346,9.911071
40,0.16666666666666666,0.091525,-0.187836,9.908678
41,0.17083333333333334,0.073579,-0.196211,9.915856
42,0.175,0.071186,-0.126221,9.909276
43,0.17916666666666667,0.071186,-0.162711,9.945767
44,0.18333333333333332,0.057427,-0.162711,9.88475
45,0.1875,0.059222,-0.21655,9.88475
46,0.19166666666666665,0.067597,-0.219541,9.899705
47,0.19583333333333333,0.05982,-0.123828,9.917053
48,0.2,0.05982,-0.170488,9.88116
49,0.20416666666666666,0.062811,-0.170488,9.906285
50,0.20833333333333334,0.056829,-0.150149,9.906285
51,0.2125,0.047258,-0.168693,9.867402
52,0.21666666666666667,0.074177,-0.148355,9.889535
53,0.22083333333333333,0.080159,-0.159122,9.888339
54,0.225,0.080159,-0.183649,9.937392
55,0.22916666666666666,0.096311,-0.183649,9.909276
56,0.23333333333333334,0.080757,-0.174676,9.909276
57,0.2375,0.077766,-0.231505,9.927222
58,0.24166666666666667,0.096311,-0.173479,9.913464
59,0.24583333333333332,0.096311,-0.173479,9.905089
60,0.25,0.038285,-0.174077,9.886544
61,0.25416666666666665,0.098703,-0.174077,9.911071
62,0.2583333333333333,0.058624,-0.15314,9.898508
63,0.2625,0.074775,-0.171685,9.898508
64,0.26666666666666666,0.062811,-0.227916,9.92782
65,0.2708333333333333,0.044267,-0.162711,9.936195
66,0.275,0.044267,-0.171685,9.922437
67,0.2791666666666667,0.049052,-0.171685,9.900303
