,t,ax,ay,az
0,0.0,0.110069,-0.217148,9.894919
1,0.004166666666666667,0.032303,-0.157926,9.894919
2,0.008333333333333333,0.107677,-0.200398,9.872786
3,0.0125,0.098703,-0.175274,9.915856
4,0.016666666666666666,0.05982,-0.155533,9.895517
5,0.020833333333333332,0.098105,-0.160917,9.87458
6,0.025,0.048454,-0.138185,9.906285
7,0.029166666666666667,0.08315,-0.121435,9.887142
8,0.03333333333333333,0.102891,-0.01316,9.881759
9,0.0375,0.06999,-0.030508,9.906285
10,0.041666666666666664,0.132203,-0.050249,9.865607
11,0.04583333333333333,0.132203,0.017347,9.863214
12,0.05,0.09332,-0.198006,9.966106
13,0.05416666666666667,0.236291,-0.129212,9.845866
14,0.058333333333333334,0.236291,-0.052642,9.704092
15,0.0625,-0.278165,-0.454038,10.120443
16,0.06666666666666667,0.255433,-0.334995,9.922437
17,0.07083333333333333,-0.180658,-0.25663,10.065408
18,0.075,0.240478,-0.201595,9.794421
19,0.07916666666666666,0.017946,-0.297308,9.831509
20,0.08333333333333333,0.104685,-0.237487,9.945767
21,0.0875,0.021535,-0.337986,9.936794
22,0.09166666666666666,-0.040079,-0.39661,9.893723
23,0.09583333333333333,-0.145363,-0.278165,9.873384
24,0.1,0.001196,-0.098703,9.888937
25,0.10416666666666667,0.096311,-0.175274,9.856036
26,0.10833333333333334,0.080757,-0.181854,9.940383
27,0.1125,0.062811,-0.218345,9.912267
28,0.11666666666666667,0.082552,-0.156131,9.836295
29,0.12083333333333333,0.172881,-0.219541,9.88475
30,0.125,0.208175,-0.185443,9.893723
31,0.12916666666666665,0.129212,-0.238684,9.933204
32,0.13333333333333333,-0.022133,-0.200398,9.905089
33,0.1375,-0.015553,-0.338584,9.92782
34,0.14166666666666666,-0.008973,-0.230309,9.899107
35,0.14583333333333334,0.05324,-0.191425,9.929017
36,0.15,-0.071784,-0.250648,9.92124
37,0.15416666666666667,0.022133,-0.304486,9.909874
38,0.15833333333333333,-0.034695,-0.238085,9.85783
39,0.1625,-0.044267,-0.276969,9.878768
40,0.16666666666666666,-0.025722,-0.391226,9.890732
41,0.17083333333333334,-0.050249,-0.269192,9.912865
42,0.175,0.144765,-0.23988,9.772287
43,0.17916666666666667,-0.580259,-0.127417,10.102497
44,0.18333333333333332,0.177667,-0.157926,9.926624
45,0.1875,0.27996,-0.245264,9.938588
46,0.19166666666666665,0.004785,-0.150149,9.934401
47,0.19583333333333333,0.023928,-0.118444,9.911071
48,0.2,0.05982,-0.194416,9.881759
49,0.20416666666666666,0.265603,-0.170488,9.975677
50,0.20833333333333334,0.162711,0.005383,9.963115
51,0.2125,0.063409,0.125623,10.030114
52,0.21666666666666667,-0.177667,0.026321,10.220343
53,0.22083333333333333,-0.41336,0.190229,10.183852
54,0.225,-0.71665,0.03649,10.423733
55,0.22916666666666666,-1.250848,0.190229,10.762317
56,0.23333333333333334,-1.051645,-0.270388,12.187243
57,0.2375,-2.171486,0.141176,11.396415
58,0.24166666666666667,-2.844467,0.026919,11.278569
59,0.24583333333333332,-3.232105,-0.096909,10.944172
60,0.25,-3.193819,-0.21655,12.129217
61,0.25416666666666665,-2.029113,-1.128215,11.473584
62,0.2583333333333333,-2.04347,-1.062413,11.56152
63,0.2625,-1.194616,-1.923231,11.700304
64,0.26666666666666666,0.428315,-2.086541,11.187043
65,0.2708333333333333,1.25683,-2.270788,11.312667
66,0.275,1.978266,-2.50349,11.233105
67,0.2791666666666667,2.533999,-2.605783,10.796415
68,0.2833333333333333,2.928216,-2.52024,10.632507
69,0.2875,3.180659,-2.432304,10.469795
70,0.2916666666666667,3.23689,-2.262413,10.566704
71,0.29583333333333334,2.936591,-2.035095,10.626525
72,0.3,2.694318,-1.778465,10.569695
73,0.30416666666666664,2.641676,-1.059422,10.316654
74,0.30833333333333335,2.866003,-0.781256,9.999007
75,0.3125,3.290729,-0.580259,9.664012
76,0.31666666666666665,4.378865,-0.51984,9.400203
77,0.3208333333333333,4.649852,-0.373878,9.254839
78,0.325,4.820341,-0.130408,8.985647
79,0.32916666666666666,4.982454,0.167497,8.867202
80,0.3333333333333333,5.039284,0.38644,8.79123
81,0.3375,4.95374,0.596411,8.806185
82,0.3416666666666667,4.859822,0.725623,8.725427
83,0.3458333333333333,4.755136,0.824327,8.642277
84,0.35,4.724628,0.87996,8.534001
85,0.3541666666666667,4.5338,0.900299,8.481957
86,0.35833333333333334,4.381856,0.958923,8.413164
87,0.3625,4.291527,1.108475,8.327022
88,0.36666666666666664,4.243072,1.17667,8.215756
89,0.37083333333333335,4.128217,1.167697,8.103891
90,0.375,4.106083,1.086939,8.026125
91,0.37916666666666665,4.031307,1.04327,7.928019
92,0.3833333333333333,3.952344,0.888933,7.868198
93,0.3875,3.832703,0.827318,7.868198
94,0.39166666666666666,3.884149,0.790229,7.868198
95,0.3958333333333333,4.006183,0.827916,7.705486
96,0.4,4.097708,0.911067,7.563712
97,0.4041666666666667,4.158725,0.863808,7.401
98,0.4083333333333333,4.09711,0.877567,7.231708
