,t,ax,ay,az
0,0.0,-1.07677,-0.085543,9.929615
1,0.00125,-1.069591,-0.111266,9.903892
2,0.0025,-1.148554,-0.102293,9.918249
3,0.00375,-1.138385,-0.067597,9.918249
4,0.005,-1.147956,-0.104685,9.890732
5,0.00625,-1.207179,-0.094516,9.902696
6,0.0075,-1.13659,-0.117846,9.865607
7,0.00875,-1.189831,-0.11665,9.919446
8,0.01,-1.145563,-0.103489,9.923035
9,0.01125,-1.145563,-0.071784,9.903892
10,0.0125,-1.144367,-0.072382,9.932606
11,0.01375,-1.150349,-0.087936,9.929615
12,0.015,-1.139581,-0.08315,9.894919
13,0.01625,-1.062413,-0.08315,9.928419
14,0.0175,-1.017547,-0.113659,9.946963
15,0.01875,-1.071386,-0.031704,9.946963
16,0.02,-1.047458,-0.111266,9.92124
17,0.02125,-1.057627,-0.093918,9.915258
18,0.0225,-1.079162,-0.092721,9.912267
19,0.02375,-1.077966,-0.081954,9.900303
20,0.025,-1.077966,-0.101694,9.936195
21,0.02625,-1.149751,-0.112462,9.892526
22,0.0275,-1.118644,-0.088534,9.932008
23,0.02875,-1.118644,-0.088534,9.885348
24,0.03,-1.198205,-0.12323,9.885348
25,0.03125,-1.192822,-0.064008,9.935597
26,0.0325,-1.192822,-0.092123,9.884151
27,0.03375,-1.15992,-0.092123,9.917651
28,0.035,-1.13659,-0.134596,9.917651
29,0.03625,-1.143769,-0.053838,9.903892
30,0.0375,-1.143769,-0.06999,9.912267
31,0.03875,-1.118046,-0.06999,9.913464
32,0.04,-1.109073,-0.081954,9.898508
33,0.04125,-1.109073,-0.065204,9.898508
34,0.0425,-1.08993,-0.064008,9.909874
35,0.043750000000000004,-1.08993,-0.061615,9.917053
36,0.045,-1.062413,-0.061615,9.911071
37,0.04625,-1.091127,-0.097507,9.911071
38,0.0475,-1.112064,-0.077168,9.927222
39,0.04875,-1.085743,-0.093918,9.92124
40,0.05,-1.085743,-0.073579,9.920642
41,0.051250000000000004,-1.081555,-0.073579,9.882357
42,0.0525,-1.093519,-0.096311,9.882357
43,0.05375,-1.093519,-0.128614,9.923633
44,0.055,-1.129412,-0.128614,9.923633
45,0.05625,-1.119242,-0.071784,9.890134
46,0.0575,-1.119242,-0.071784,9.92782
47,0.058750000000000004,-1.137188,-0.081954,9.92782
48,0.06,-1.137188,-0.0999,9.911669
49,0.06125,-1.176072,-0.0999,9.911669
50,0.0625,-1.18325,-0.129212,9.89133
51,0.06375,-1.18325,-0.082552,9.902098
52,0.065,-1.213161,-0.082552,9.902098
53,0.06625,-1.181456,-0.086739,9.918249
54,0.0675,-1.181456,-0.107677,9.89791
55,0.06875,-1.189831,-0.107677,9.887741
56,0.07,-1.158724,-0.096909,9.887741
57,0.07125000000000001,-1.158724,-0.139381,9.903892
58,0.0725,-1.092323,-0.139381,9.95474
59,0.07375,-1.099501,-0.061016,9.95474
60,0.075,-1.075573,-0.119042,9.923633
61,0.07625,-1.075573,-0.086141,9.947561
