,t,ax,ay,az
0,0.0,0.700498,0.002392,9.939785
1,0.004166666666666667,0.72981,0.065802,9.938588
2,0.008333333333333333,0.698704,0.065802,9.926624
3,0.0125,0.720837,0.039481,9.899107
4,0.016666666666666666,0.716052,0.02991,9.899107
5,0.020833333333333332,0.742971,0.031106,9.919446
6,0.025,0.741775,0.075972,9.934999
7,0.029166666666666667,0.741775,0.048454,9.934999
8,0.03333333333333333,0.712462,0.078364,9.925428
9,0.0375,0.713659,0.078364,9.925428
10,0.041666666666666664,0.727418,0.03649,9.930213
11,0.04583333333333333,0.725025,0.056231,9.945767
12,0.05,0.681356,0.037686,9.907481
13,0.05416666666666667,0.681356,0.074177,9.929017
14,0.058333333333333334,0.712462,0.074177,9.929017
15,0.0625,0.6999,0.040677,9.946365
16,0.06666666666666667,0.724427,0.050249,9.907481
17,0.07083333333333333,0.729212,0.049651,9.929017
18,0.075,0.710668,0.050847,9.916455
19,0.07916666666666666,0.675972,0.038285,9.914062
20,0.08333333333333333,0.675972,0.049052,9.898508
21,0.0875,0.692123,0.038883,9.911669
22,0.09166666666666666,0.705284,0.038883,9.902098
23,0.09583333333333333,0.736391,0.008374,9.902098
24,0.1,0.72981,0.086141,9.929615
25,0.10416666666666667,0.757926,0.020338,9.933204
26,0.10833333333333334,0.702293,0.056231,9.920044
27,0.1125,0.675374,0.025124,9.940383
28,0.11666666666666667,0.675374,0.062811,9.926624
29,0.12083333333333333,0.6999,0.062811,9.915258
30,0.125,0.725623,0.068195,9.915258
31,0.12916666666666665,0.704686,0.078364,9.894919
32,0.13333333333333333,0.698704,0.073579,9.927222
33,0.1375,0.716052,0.038285,9.882955
34,0.14166666666666666,0.725623,0.057427,9.971489
35,0.14583333333333334,0.725623,0.052043,9.934999
36,0.15,0.732203,0.052043,9.947561
37,0.15416666666666667,0.695114,0.040677,9.899107
38,0.15833333333333333,0.696311,0.078963,9.926026
39,0.1625,0.735194,0.041276,9.90808
40,0.16666666666666666,0.72981,0.111266,9.911071
41,0.17083333333333334,0.717248,0.041874,9.911071
42,0.175,0.732203,0.032901,9.891928
43,0.17916666666666667,0.732203,0.04307,9.910473
44,0.18333333333333332,0.6999,0.04307,9.929017
45,0.1875,0.736391,0.044267,9.940383
46,0.19166666666666665,0.70648,0.055034,9.940383
47,0.19583333333333333,0.713659,0.039481,9.923633
48,0.2,0.725025,0.010767,9.912865
49,0.20416666666666666,0.736989,0.05324,9.893125
50,0.20833333333333334,0.736989,0.055034,9.915856
51,0.2125,0.707677,0.0999,9.90449
52,0.21666666666666667,0.70648,0.032901,9.933803
53,0.22083333333333333,0.698704,0.032901,9.933803
54,0.225,0.678365,0.028115,9.935597
55,0.22916666666666666,0.71665,0.05324,9.932606
56,0.23333333333333334,0.734596,0.033499,9.922437
57,0.2375,0.759122,0.062213,9.955338
58,0.24166666666666667,0.712462,0.027517,9.952347
59,0.24583333333333332,0.712462,0.024526,9.924829
60,0.25,0.668793,0.033499,9.924231
61,0.25416666666666665,0.720239,0.033499,9.901499
62,0.2583333333333333,0.726819,0.077168,9.942177
63,0.2625,0.707079,0.032303,9.890732
64,0.26666666666666666,0.707677,0.063409,9.890732
65,0.2708333333333333,0.698704,0.035294,9.918847
66,0.275,0.747158,0.063409,9.925428
67,0.2791666666666667,0.747158,0.047856,9.940383
68,0.2833333333333333,0.687936,0.047856,9.954142
69,0.2875,0.731605,0.022731,9.950552
70,0.2916666666666667,0.690329,0.022731,9.924829
71,0.29583333333333334,0.715453,0.030508,9.93141
72,0.3,0.689731,0.050249,9.93141
73,0.30416666666666664,0.708275,0.022731,9.93799
74,0.30833333333333335,0.708275,0.018544,9.915856
75,0.3125,0.725025,0.0664,9.935597
76,0.31666666666666665,0.721436,0.0664,9.918249
77,0.3208333333333333,0.699302,0.080757,9.918249
78,0.325,0.730409,0.037088,9.923035
79,0.32916666666666666,0.730409,0.037088,9.918249
80,0.3333333333333333,0.6999,0.032303,9.900901
81,0.3375,0.7334,0.086141,9.909276
82,0.3416666666666667,0.744766,0.086141,9.954142
83,0.3458333333333333,0.674775,0.045463,9.954142
84,0.35,0.685543,0.049052,9.914062
85,0.3541666666666667,0.751346,0.074775,9.948758
86,0.35833333333333334,0.751346,0.065204,9.936794
87,0.3625,0.719641,0.065204,9.954142
88,0.36666666666666664,0.745364,0.068195,9.954142
89,0.37083333333333335,0.714855,0.022133,9.937392
90,0.375,0.694516,0.058624,9.937392
91,0.37916666666666665,0.702891,0.062213,9.940383
92,0.3833333333333333,0.69332,0.061615,9.926624
93,0.3875,0.69332,0.061615,9.908678
94,0.39166666666666666,0.741176,0.046061,9.951749
95,0.3958333333333333,0.711864,0.042472,9.900901
96,0.4,0.701695,-0.007776,9.924829
97,0.4041666666666667,0.729212,0.065204,9.918249
98,0.4083333333333333,0.709471,0.054436,9.918249
99,0.4125,0.673579,0.071186,9.921838
100,0.4166666666666667,0.745962,0.048454,9.93799
101,0.42083333333333334,0.720239,0.072382,9.907481
102,0.425,0.720239,0.044865,9.93799
103,0.42916666666666664,0.720239,0.044865,9.910473
104,0.43333333333333335,0.730409,0.043669,9.906285
105,0.4375,0.732203,0.049052,9.903294
106,0.44166666666666665,0.726221,0.08973,9.903294
107,0.4458333333333333,0.713061,0.01974,9.932606
108,0.45,0.698704,0.062811,9.941579
109,0.45416666666666666,0.698704,0.038285,9.934999
110,0.4583333333333333,0.699302,0.037686,9.914062
111,0.46249999999999997,0.708275,0.037686,9.918249
112,0.4666666666666667,0.698105,0.027517,9.907481
113,0.4708333333333333,0.703489,0.047258,9.907481
114,0.475,0.705882,-0.001794,9.933204
115,0.4791666666666667,0.705882,0.044865,9.923633
116,0.48333333333333334,0.696311,0.062811,9.939785
117,0.4875,0.702891,0.062811,9.92124
118,0.49166666666666664,0.698704,0.050249,9.92124
119,0.49583333333333335,0.693918,0.03649,9.920044
120,0.5,0.752542,0.022731,9.920044
121,0.5041666666666667,0.752542,0.041276,9.908678
122,0.5083333333333333,0.694516,0.041276,9.927222
123,0.5125,0.707079,0.056231,9.927222
124,0.5166666666666666,0.702293,0.035892,9.924829
125,0.5208333333333334,0.702293,0.064606,9.903294
126,0.525,0.708275,0.064606,9.903892
127,0.5291666666666667,0.704686,0.058624,9.929615
128,0.5333333333333333,0.685543,0.059222,9.929615
129,0.5375,0.70648,0.05324,9.891928
130,0.5416666666666666,0.722034,0.032303,9.922437
131,0.5458333333333333,0.718444,0.050847,9.917651
132,0.55,0.718444,0.048454,9.90808
133,0.5541666666666667,0.704686,0.064008,9.888339
134,0.5583333333333333,0.691525,0.03649,9.939186
135,0.5625,0.720837,0.024526,9.917053
136,0.5666666666666667,0.771087,0.024526,9.921838
137,0.5708333333333333,0.674177,0.050249,9.921838
138,0.575,0.732801,0.084945,9.923633
139,0.5791666666666666,0.698704,0.02333,9.914062
140,0.5833333333333334,0.700498,0.078963,9.905089
