,t,ax,ay,az
0,0.0,-0.332004,-0.100498,9.956534
1,0.00125,-0.362512,-0.093918,9.987043
2,0.0025,-0.380458,-0.061615,9.955338
3,0.00375,-0.362512,-0.061615,9.9679
4,0.005,-0.38644,-0.110069,9.9679
5,0.00625,-0.413958,-0.103489,9.957731
6,0.0075,-0.37986,-0.092123,9.969097
7,0.00875,-0.37986,-0.095712,9.950552
8,0.01,-0.373878,-0.095712,9.981659
9,0.01125,-0.39661,-0.09332,9.964311
10,0.0125,-0.440279,-0.148953,9.964311
11,0.01375,-0.375673,-0.124426,9.985846
12,0.015,-0.375673,-0.11306,9.95474
13,0.01625,-0.400797,-0.11306,9.950552
14,0.0175,-0.357726,-0.096311,9.950552
15,0.01875,-0.366101,-0.091525,9.9679
16,0.02,-0.366101,-0.099302,9.954142
17,0.02125,-0.346959,-0.099302,9.999007
18,0.0225,-0.329013,-0.133399,9.999007
19,0.02375,-0.315254,-0.117846,9.976873
20,0.025,-0.315254,-0.116051,9.952945
21,0.02625,-0.342771,-0.116051,9.96132
22,0.0275,-0.342771,-0.099302,9.960722
23,0.02875,-0.341575,-0.065802,9.960722
24,0.03,-0.377467,-0.110069,9.972088
25,0.03125,-0.377467,-0.110069,9.970891
26,0.0325,-0.340379,-0.085543,9.970891
27,0.03375,-0.358923,-0.135194,9.971489
28,0.035,-0.358923,-0.103489,9.976873
29,0.03625,-0.406181,-0.103489,9.976873
30,0.0375,-0.388833,-0.091525,9.993623
31,0.03875,-0.388833,-0.091525,9.942177
32,0.04,-0.401395,-0.134596,9.942177
33,0.04125,-0.401395,-0.134596,9.992427
34,0.0425,-0.434895,-0.07657,9.992427
35,0.043750000000000004,-0.434895,-0.099302,9.955338
36,0.045,-0.424726,-0.099302,9.987641
37,0.04625,-0.418145,-0.122632,9.987641
38,0.0475,-0.418145,-0.092123,9.981659
39,0.04875,-0.417547,-0.092123,9.970891
40,0.05,-0.369691,-0.113659,9.970891
41,0.051250000000000004,-0.346959,-0.084346,9.959525
42,0.0525,-0.346959,-0.093918,9.98465
43,0.05375,-0.377467,-0.09332,9.985846
44,0.055,-0.336191,-0.09332,9.965507
45,0.05625,-0.359521,-0.071186,9.965507
46,0.0575,-0.336191,-0.061016,9.957133
47,0.058750000000000004,-0.336191,-0.068195,9.956534
48,0.06,-0.366101,-0.068195,9.971489
49,0.06125,-0.358923,-0.079561,9.971489
50,0.0625,-0.366101,-0.121435,9.952347
51,0.06375,-0.366101,-0.121435,9.945767
52,0.065,-0.390628,-0.075373,9.945767
53,0.06625,-0.390628,-0.12323,9.949954
54,0.0675,-0.395413,-0.12323,9.961918
55,0.06875,-0.404387,-0.056829,9.961918
56,0.07,-0.404387,-0.116051,9.936195
57,0.07125000000000001,-0.446261,-0.116051,9.936195
58,0.0725,-0.400797,-0.077168,9.94457
59,0.07375,-0.400797,-0.089132,9.974481
60,0.075,-0.43669,-0.089132,9.957133
61,0.07625,-0.41994,-0.083748,9.957133
62,0.0775,-0.41994,-0.104087,9.958927
63,0.07875,-0.403788,-0.104087,9.958927
64,0.08,-0.347557,-0.102293,9.946365
65,0.08125,-0.334396,-0.132801,9.95115
66,0.0825,-0.334396,-0.132801,9.976275
67,0.08375,-0.368494,-0.07657,9.976275
68,0.085,-0.368494,-0.094516,9.943374
69,0.08625000000000001,-0.36311,-0.094516,9.943374
70,0.08750000000000001,-0.317647,-0.05982,9.968498
71,0.08875,-0.317647,-0.05982,9.945168
72,0.09,-0.36311,-0.068793,9.945168
73,0.09125,-0.36311,-0.068793,9.96132
74,0.0925,-0.335593,-0.068793,9.96132
75,0.09375,-0.376271,-0.102891,9.981061
76,0.095,-0.376271,-0.102891,9.981061
77,0.09625,-0.361316,-0.062811,10.019346
78,0.0975,-0.361316,-0.062811,9.975677
79,0.09875,-0.410967,-0.072981,9.975677
80,0.1,-0.410967,-0.125024,9.962516
81,0.10125,-0.3667,-0.125024,9.962516
82,0.10250000000000001,-0.421136,-0.112462,9.979266
83,0.10375000000000001,-0.421136,-0.112462,9.966106
84,0.105,-0.439681,-0.080757,9.966106
85,0.10625,-0.439681,-0.088534,9.958329
86,0.1075,-0.412163,-0.088534,9.958329
87,0.10875,-0.429511,-0.102891,9.946963
88,0.11,-0.429511,-0.102891,9.968498
89,0.11125,-0.411565,-0.084346,9.968498
90,0.1125,-0.397208,-0.114257,9.971489
91,0.11375,-0.397208,-0.114257,9.95474
92,0.115,-0.392422,-0.108275,9.966704
93,0.11625,-0.411565,-0.08973,9.966704
94,0.11750000000000001,-0.354137,-0.102891,9.97807
95,0.11875000000000001,-0.354137,-0.091525,9.985846
96,0.12,-0.379262,-0.091525,9.958927
97,0.12125,-0.334396,-0.086141,10.008578
98,0.1225,-0.321834,-0.086141,10.008578
99,0.12375,-0.38644,-0.071784,9.960124
100,0.125,-0.38644,-0.067597,9.975677
101,0.12625,-0.345164,-0.067597,9.995418
102,0.1275,-0.349352,-0.119042,9.995418
103,0.12875,-0.372083,-0.071186,9.93799
104,0.13,-0.372083,-0.081954,9.964311
105,0.13125,-0.385244,-0.081954,9.981061
106,0.1325,-0.376271,-0.082552,9.981061
107,0.13375,-0.391226,-0.145363,9.969097
108,0.135,-0.391226,-0.147756,9.966704
109,0.13625,-0.398404,-0.147756,9.966704
110,0.1375,-0.415752,-0.090329,9.950552
111,0.13875,-0.415752,-0.101096,9.969097
112,0.14,-0.431306,-0.101096,9.98465
113,0.14125000000000001,-0.429511,-0.08973,9.98465
114,0.14250000000000002,-0.415752,-0.099302,9.954142
115,0.14375000000000002,-0.415752,-0.13639,9.976873
116,0.145,-0.3667,-0.13639,9.993025
117,0.14625,-0.355932,-0.100498,9.993025
118,0.1475,-0.357726,-0.070588,9.958329
119,0.14875,-0.357726,-0.115453,9.955338
120,0.15,-0.315254,-0.115453,9.975677
121,0.15125,-0.331405,-0.098703,9.975677
122,0.1525,-0.332004,-0.082552,9.95474
123,0.15375,-0.332004,-0.11665,9.97807
124,0.155,-0.329611,-0.11665,9.972686
125,0.15625,-0.358325,-0.135792,9.972686
126,0.1575,-0.327816,-0.108275,9.993025
127,0.15875,-0.327816,-0.108275,9.97807
128,0.16,-0.382253,-0.081954,9.97807
129,0.16125,-0.382253,-0.074775,9.964311
130,0.1625,-0.376271,-0.074775,9.964311
131,0.16375,-0.397806,-0.107078,9.959525
132,0.165,-0.397806,-0.107078,9.963115
133,0.16625,-0.415154,-0.098105,9.964311
134,0.1675,-0.387637,-0.099302,9.964311
135,0.16875,-0.387637,-0.098703,9.978668
136,0.17,-0.393619,-0.098703,9.933803
137,0.17125,-0.409172,-0.116051,9.933803
138,0.17250000000000001,-0.400199,-0.077168,9.957133
139,0.17375000000000002,-0.400199,-0.109471,10.012167
140,0.17500000000000002,-0.381655,-0.109471,9.949356
141,0.17625,-0.404985,-0.094516,9.949356
142,0.1775,-0.376271,-0.133399,9.945767
143,0.17875,-0.351146,-0.092123,9.990034
144,0.18,-0.351146,-0.088534,9.989436
145,0.18125,-0.381056,-0.088534,9.969695
146,0.1825,-0.361316,-0.094516,9.969695
147,0.18375,-0.354137,-0.124426,9.966106
148,0.185,-0.354137,-0.075972,9.94457
149,0.18625,-0.31645,-0.125623,9.966106
150,0.1875,-0.360119,-0.125623,9.966106
151,0.18875,-0.332602,-0.093918,9.948758
152,0.19,-0.365503,-0.115453,9.947561
153,0.19125,-0.375074,-0.115453,9.947561
154,0.1925,-0.354735,-0.065802,9.939785
155,0.19375,-0.396012,-0.113659,9.975079
156,0.195,-0.396012,-0.111864,9.982257
157,0.19625,-0.419342,-0.134596,9.964909
158,0.1975,-0.435493,-0.134596,9.964909
159,0.19875,-0.414556,-0.09332,9.948159
160,0.2,-0.414556,-0.087936,9.972686
161,0.20125,-0.404387,-0.087936,9.946963
162,0.2025,-0.408574,-0.090329,9.946963
163,0.20375000000000001,-0.381655,-0.117248,9.99123
164,0.20500000000000002,-0.381655,-0.093918,9.969097
165,0.20625000000000002,-0.375074,-0.093918,9.983454
166,0.20750000000000002,-0.311665,-0.12323,9.983454
167,0.20875,-0.376869,-0.120837,9.959525
168,0.21,-0.376869,-0.074775,9.97807
169,0.21125,-0.323031,-0.097507,9.997811
170,0.2125,-0.317048,-0.097507,9.946365
171,0.21375,-0.317647,-0.102293,9.936794
172,0.215,-0.357726,-0.072382,9.936794
173,0.21625,-0.367896,-0.096909,9.964311
174,0.2175,-0.367896,-0.110668,9.973284
175,0.21875,-0.340379,-0.110668,9.981659
176,0.22,-0.37986,-0.12323,9.981659
177,0.22125,-0.37986,-0.107078,10.019346
178,0.2225,-0.392422,-0.107078,10.019346
179,0.22375,-0.41336,-0.102293,9.992427
180,0.225,-0.41336,-0.102293,9.996016
181,0.22625,-0.401994,-0.080757,9.996016
182,0.2275,-0.440877,-0.135792,9.957731
183,0.22875,-0.440877,-0.108873,9.915258
184,0.23,-0.376869,-0.108873,9.915258
185,0.23125,-0.406181,-0.141774,9.896714
186,0.2325,-0.406181,-0.113659,9.976873
187,0.23375,-0.37986,-0.113659,9.976873
188,0.23500000000000001,-0.37986,-0.101096,9.976873
189,0.23625000000000002,-0.37986,-0.135792,9.972686
190,0.23750000000000002,-0.34995,-0.135792,9.972686
191,0.23875000000000002,-0.300299,-0.090329,9.967302
192,0.24,-0.300299,-0.090329,9.967302
193,0.24125,-0.309272,-0.064606,9.95115
194,0.2425,-0.309272,-0.064606,9.999605
195,0.24375,-0.300897,-0.111266,9.999605
196,0.245,-0.300897,-0.086739,9.992427
197,0.24625,-0.376869,-0.086739,9.992427
198,0.2475,-0.376869,-0.073579,9.930213
199,0.24875,-0.323031,-0.073579,9.930213
200,0.25,-0.323031,-0.068195,9.959525
201,0.25125000000000003,-0.329611,-0.068195,9.959525
202,0.2525,-0.329611,-0.138185,9.980463
203,0.25375000000000003,-0.3332,-0.138185,9.980463
204,0.255,-0.3332,-0.087936,9.972686
205,0.25625,-0.42652,-0.087936,9.972686
206,0.2575,-0.42652,-0.077766,9.984052
207,0.25875,-0.362512,-0.077766,9.984052
208,0.26,-0.362512,-0.097507,9.989436
209,0.26125,-0.393619,-0.097507,9.989436
210,0.2625,-0.393619,-0.086141,9.965507
211,0.26375,-0.388833,-0.086141,9.965507
212,0.265,-0.388833,-0.082552,9.932606
213,0.26625,-0.394217,-0.082552,9.932606
214,0.2675,-0.394217,-0.125623,9.966704
215,0.26875,-0.439681,-0.125623,9.966704
216,0.27,-0.439681,-0.125623,9.962516
217,0.27125,-0.417547,-0.093918,9.962516
218,0.2725,-0.417547,-0.093918,9.966106
219,0.27375,-0.396012,-0.096909,9.966106
220,0.275,-0.396012,-0.096909,9.976873
221,0.27625,-0.373878,-0.08315,9.976873
222,0.2775,-0.373878,-0.08315,9.976873
223,0.27875,-0.376271,-0.11306,9.963713
224,0.28,-0.376271,-0.11306,9.963713
225,0.28125,-0.373878,-0.092721,9.949954
226,0.28250000000000003,-0.373878,-0.092721,9.949954
227,0.28375,-0.330807,-0.131007,9.953543
228,0.28500000000000003,-0.330807,-0.131007,9.953543
229,0.28625,-0.361316,-0.110069,9.945168
230,0.28750000000000003,-0.361316,-0.110069,9.945168
231,0.28875,-0.314656,-0.040677,9.981659
232,0.29,-0.314656,-0.040677,9.976873
233,0.29125,-0.319441,-0.104087,9.976873
234,0.2925,-0.319441,-0.117846,9.968498
235,0.29375,-0.372083,-0.117846,9.968498
236,0.295,-0.318245,-0.090329,9.980463
237,0.29625,-0.318245,-0.090329,9.960722
238,0.2975,-0.375074,-0.0999,9.960722
239,0.29875,-0.375074,-0.117846,9.947561
240,0.3,-0.388235,-0.117846,9.947561
241,0.30125,-0.369092,-0.119641,9.958927
242,0.3025,-0.369092,-0.085543,9.95474
243,0.30375,-0.395413,-0.085543,9.95474
244,0.305,-0.409172,-0.085543,9.964311
245,0.30625,-0.409172,-0.085543,9.933803
246,0.3075,-0.40319,-0.11665,9.933803
247,0.30875,-0.40319,-0.13639,9.960722
248,0.31,-0.412163,-0.13639,9.960722
249,0.31125,-0.398404,-0.074775,9.979864
250,0.3125,-0.398404,-0.074775,9.966106
251,0.31375000000000003,-0.4331,-0.128614,9.966106
252,0.315,-0.4331,-0.092123,9.95115
253,0.31625000000000003,-0.391824,-0.092123,9.948758
254,0.3175,-0.34337,-0.110069,9.948758
255,0.31875000000000003,-0.34337,-0.090329,9.982855
256,0.32,-0.376869,-0.090329,9.982855
257,0.32125,-0.354735,-0.119641,9.964311
258,0.3225,-0.354735,-0.119641,9.983454
259,0.32375,-0.387039,-0.096311,9.983454
260,0.325,-0.317647,-0.11306,10.013962
261,0.32625,-0.317647,-0.11306,9.942776
262,0.3275,-0.350548,-0.0999,9.942776
263,0.32875,-0.350548,-0.0999,9.981659
264,0.33,-0.370289,-0.08973,9.981659
265,0.33125,-0.357128,-0.088534,9.963115
266,0.3325,-0.357128,-0.088534,9.967302
267,0.33375,-0.357128,-0.104685,9.967302
268,0.335,-0.357128,-0.092721,9.954142
269,0.33625,-0.369691,-0.092721,9.954142
270,0.3375,-0.415752,-0.06999,9.976275
271,0.33875,-0.415752,-0.06999,9.971489
272,0.34,-0.416351,-0.119042,9.971489
273,0.34125,-0.416351,-0.087936,9.966106
274,0.3425,-0.416949,-0.087936,9.957731
275,0.34375,-0.431904,-0.068793,9.957731
276,0.34500000000000003,-0.431904,-0.077168,9.983454
277,0.34625,-0.379262,-0.077168,9.983454
278,0.34750000000000003,-0.392422,-0.102293,9.963713
279,0.34875,-0.392422,-0.102293,9.954142
280,0.35000000000000003,-0.371485,-0.102891,9.954142
281,0.35125,-0.371485,-0.072981,9.981659
282,0.3525,-0.380458,-0.072981,9.981659
283,0.35375,-0.407976,-0.119641,9.979864
284,0.355,-0.407976,-0.111864,9.97807
285,0.35625,-0.381056,-0.111864,9.97807
286,0.3575,-0.37986,-0.096311,9.977472
287,0.35875,-0.37986,-0.096311,9.969097
288,0.36,-0.33978,-0.112462,9.969097
289,0.36125,-0.374476,-0.136989,9.979864
290,0.3625,-0.374476,-0.136989,9.973284
291,0.36375,-0.399601,-0.120239,9.973284
292,0.365,-0.399601,-0.081954,9.979266
293,0.36625,-0.349352,-0.081954,9.979266
294,0.3675,-0.348753,-0.084945,9.966704
295,0.36875,-0.348753,-0.084945,9.969097
296,0.37,-0.365503,-0.08315,9.969097
297,0.37125,-0.365503,-0.162113,10.069595
298,0.3725,-0.351744,-0.162113,10.069595
299,0.37375,-0.660419,0.248255,9.847661
300,0.375,-0.660419,0.248255,9.860223
301,0.37625000000000003,-0.402592,-0.580857,9.860223
302,0.3775,-0.402592,-0.148355,10.170094
303,0.37875000000000003,-0.297906,-0.148355,10.170094
304,0.38,-0.294317,-0.617348,10.316654
305,0.38125000000000003,-0.294317,-0.617348,9.933803
306,0.3825,-0.394815,-0.079561,9.933803
307,0.38375000000000004,-0.394815,-0.302093,10.488937
308,0.385,-0.220139,-0.302093,10.488937
309,0.38625,-0.338584,-0.503689,10.252646
310,0.3875,-0.338584,-0.503689,10.800004
311,0.38875,-0.299701,0.138185,10.800004
312,0.39,-0.299701,-0.544367,11.052447
313,0.39125,-0.37986,-0.544367,11.052447
314,0.3925,-0.37986,-0.454038,10.872387
315,0.39375,-0.314656,-0.454038,10.872387
316,0.395,-0.235094,-0.634097,10.117452
317,0.39625,-0.235094,-0.634097,10.520642
318,0.3975,-0.493519,0.01316,10.520642
319,0.39875,-0.493519,-0.418145,10.481759
320,0.4,-0.312263,-0.418145,10.481759
321,0.40125,-0.413958,0.062811,10.374082
322,0.4025,-0.413958,0.062811,10.174281
323,0.40375,-0.27996,-0.185443,10.174281
324,0.405,-0.27996,-0.185443,10.174281
325,0.40625,-0.443868,-0.198604,9.929017
326,0.40750000000000003,-0.443868,-0.198604,9.929017
327,0.40875,-0.350548,-0.267996,9.813563
328,0.41000000000000003,-0.350548,-0.267996,9.813563
329,0.41125,-0.418145,0.004785,9.949356
330,0.41250000000000003,-0.418145,0.004785,9.949356
331,0.41375,-0.38644,-0.222532,10.049256
332,0.41500000000000004,-0.38644,-0.222532,10.049256
333,0.41625,-0.38644,-0.062811,10.060622
334,0.4175,-0.401994,-0.062811,10.060622
335,0.41875,-0.401994,-0.086739,10.073184
336,0.42,-0.397208,-0.086739,10.073184
337,0.42125,-0.329611,-0.22313,10.216754
338,0.4225,-0.329611,-0.22313,10.216754
339,0.42375,-0.338584,-0.169292,9.996016
340,0.425,-0.338584,-0.169292,9.996016
341,0.42625,-0.406779,-0.144167,10.036096
342,0.4275,-0.406779,-0.144167,10.036096
343,0.42875,-0.388235,-0.209371,9.968498
344,0.43,-0.388235,-0.209371,9.850054
345,0.43125,-0.445065,-0.15314,9.850054
346,0.4325,-0.445065,-0.180059,9.927222
347,0.43375,-0.393619,-0.180059,9.943972
348,0.435,-0.348155,-0.060418,9.943972
349,0.43625,-0.348155,-0.141774,9.943972
350,0.4375,-0.387039,-0.141774,9.943972
351,0.43875000000000003,-0.370887,0.005383,10.057631
352,0.44,-0.370887,0.005383,9.902696
353,0.44125000000000003,-0.351744,-0.06999,9.902696
354,0.4425,-0.351744,-0.078963,9.871589
355,0.44375000000000003,-0.370289,-0.078963,9.871589
356,0.445,-0.378664,-0.064606,9.863812
357,0.44625000000000004,-0.378664,-0.064606,9.913464
358,0.4475,-0.375673,-0.012562,9.913464
359,0.44875,-0.375673,-0.075972,9.936195
360,0.45,-0.37328,-0.075972,9.936195
361,0.45125,-0.37328,-0.081954,9.92124
362,0.4525,-0.37328,-0.081954,9.90808
363,0.45375,-0.355334,-0.058025,9.90808
364,0.455,-0.355334,-0.109471,9.875777
365,0.45625,-0.379262,-0.109471,9.875777
366,0.4575,-0.379262,-0.101096,9.86142
367,0.45875,-0.413958,-0.101096,9.86142
368,0.46,-0.4331,-0.072382,9.921838
369,0.46125,-0.4331,-0.07657,9.927222
370,0.4625,-0.455832,-0.07657,9.927222
371,0.46375,-0.455832,-0.085543,9.999007
372,0.465,-0.424726,-0.085543,9.999007
373,0.46625,-0.418145,-0.088534,9.974481
374,0.4675,-0.418145,-0.088534,9.969097
375,0.46875,-0.417547,-0.084945,9.969097
376,0.47000000000000003,-0.417547,-0.133399,9.948758
377,0.47125,-0.385244,-0.133399,9.948758
378,0.47250000000000003,-0.39003,-0.037686,9.989436
379,0.47375,-0.39003,-0.037686,9.989436
380,0.47500000000000003,-0.358325,-0.136989,9.958329
381,0.47625,-0.358325,-0.136989,9.971489
382,0.47750000000000004,-0.366101,-0.092123,9.971489
383,0.47875,-0.366101,-0.096909,9.968498
384,0.48,-0.348753,-0.096909,9.968498
385,0.48125,-0.348753,-0.08973,9.954142
386,0.4825,-0.334396,-0.08973,9.954142
387,0.48375,-0.351146,-0.099302,9.985248
388,0.485,-0.351146,-0.099302,9.983454
389,0.48625,-0.351744,-0.064606,9.983454
390,0.4875,-0.351744,-0.064606,9.952347
391,0.48875,-0.338584,-0.075373,9.952347
392,0.49,-0.338584,-0.08315,10.005587
393,0.49125,-0.335593,-0.08315,10.005587
394,0.4925,-0.404387,-0.056829,9.933803
395,0.49375,-0.404387,-0.056829,9.942776
396,0.495,-0.413958,-0.121435,9.942776
397,0.49625,-0.413958,-0.100498,9.996614
398,0.4975,-0.376271,-0.100498,9.996614
399,0.49875,-0.376271,-0.051445,9.954142
400,0.5,-0.387637,-0.051445,9.954142
401,0.50125,-0.381655,-0.093918,9.957731
402,0.5025000000000001,-0.381655,-0.129212,9.973284
403,0.50375,-0.397208,-0.129212,9.957731
404,0.505,-0.410369,-0.110069,9.957731
405,0.50625,-0.410369,-0.092721,9.943374
406,0.5075000000000001,-0.393021,-0.092721,9.943374
407,0.50875,-0.393021,-0.084945,9.952347
408,0.51,-0.392422,-0.084945,9.952347
409,0.51125,-0.364307,-0.110069,9.970891
410,0.5125,-0.364307,-0.110069,9.961918
411,0.51375,-0.375074,-0.08973,9.961918
412,0.515,-0.375074,-0.08973,9.954142
413,0.51625,-0.318843,-0.132801,9.954142
414,0.5175,-0.318843,-0.085543,9.959525
415,0.51875,-0.403788,-0.085543,9.959525
416,0.52,-0.403788,-0.121435,9.981659
417,0.52125,-0.388833,-0.121435,9.981659
418,0.5225,-0.373878,-0.107677,9.929017
419,0.52375,-0.373878,-0.107677,9.970891
420,0.525,-0.33978,-0.117846,9.970891
421,0.52625,-0.33978,-0.154337,9.952347
422,0.5275,-0.401994,-0.154337,9.952347
423,0.52875,-0.400797,-0.122632,9.976873
424,0.53,-0.400797,-0.122632,9.976873
425,0.53125,-0.388235,-0.092123,9.988837
426,0.5325,-0.388235,-0.092123,9.937392
427,0.5337500000000001,-0.42652,-0.094516,9.937392
428,0.535,-0.42652,-0.062811,9.975677
429,0.53625,-0.439681,-0.062811,9.975677
430,0.5375,-0.403788,-0.121435,9.987641
431,0.5387500000000001,-0.403788,-0.121435,9.979266
432,0.54,-0.424127,-0.112462,9.979266
433,0.54125,-0.424127,-0.112462,9.99482
434,0.5425,-0.434297,-0.121435,9.99482
435,0.5437500000000001,-0.434297,-0.090927,9.981061
436,0.545,-0.457029,-0.090927,9.981061
437,0.54625,-0.457029,-0.117846,9.943374
438,0.5475,-0.370289,-0.117846,9.943374
439,0.54875,-0.369691,-0.103489,9.968498
440,0.55,-0.369691,-0.103489,9.968498
441,0.55125,-0.355334,-0.105284,9.971489
442,0.5525,-0.355334,-0.105284,9.963713
443,0.55375,-0.336191,-0.109471,9.963713
444,0.555,-0.336191,-0.0999,9.987043
445,0.55625,-0.369092,-0.0999,9.968498
446,0.5575,-0.324227,-0.074775,9.968498
447,0.55875,-0.324227,-0.074775,9.911669
448,0.56,-0.334396,-0.121435,9.911669
449,0.56125,-0.334396,-0.111864,9.996614
450,0.5625,-0.340977,-0.111864,9.996614
451,0.56375,-0.340977,-0.090329,9.951749
452,0.5650000000000001,-0.324825,-0.090329,9.996016
453,0.56625,-0.383449,-0.11665,9.996016
454,0.5675,-0.383449,-0.11665,9.968498
455,0.56875,-0.385842,-0.105284,9.968498
456,0.5700000000000001,-0.385842,-0.045463,9.925428
457,0.57125,-0.417547,-0.045463,9.932606
458,0.5725,-0.396012,-0.120837,9.932606
459,0.57375,-0.396012,-0.120837,9.930811
460,0.5750000000000001,-0.425922,-0.123828,9.930811
461,0.57625,-0.425922,-0.123828,9.901499
462,0.5775,-0.393021,-0.07657,9.901499
463,0.57875,-0.396012,-0.107677,9.982855
464,0.58,-0.396012,-0.107677,9.982855
