,t,ax,ay,az,wx,wy,wz
0,0.0,-0.207577,0.375074,9.902098,0.0,0.0,0.0
1,0.00125,-0.257826,0.358325,9.937392,0.0,0.0,0.0
2,0.0025,-0.257826,0.387637,9.932008,0.0,0.0,0.0
3,0.00375,-0.238684,0.387637,9.945168,0.0,0.0,0.0
4,0.005,-0.218943,0.430109,9.945168,0.0,0.0,0.0
5,0.00625,-0.230907,0.372083,9.965507,0.0,0.0,0.0
6,0.0075,-0.254237,0.290129,9.932008,0.0,0.0,0.0
7,0.00875,-0.254237,0.260219,9.978668,0.0,0.0,0.0
8,0.01,-0.203988,0.260219,10.000203,0.0,0.0,0.0
9,0.01125,-0.200997,0.265005,9.976275,0.0,0.0,0.0
10,0.0125,-0.215952,0.221336,9.976275,0.0,0.0,0.0
11,0.01375,-0.172283,0.198604,9.979864,0.0,0.0,0.0
12,0.015,-0.200997,0.262014,9.967302,0.0,0.0,0.0
13,0.01625,-0.164506,0.309272,9.976275,0.0,0.0,0.0
14,0.0175,-0.236291,0.337986,9.999007,0.0,0.0,0.0
15,0.01875,-0.231505,0.370289,10.00798,0.0,0.0,0.0
16,0.02,-0.231505,0.404985,10.005587,0.0,0.0,0.0
17,0.02125,-0.191425,0.388833,9.998409,0.0,0.0,0.0
18,0.0225,-0.162711,0.385244,9.971489,0.0,0.0,0.0
19,0.02375,-0.202193,0.385244,9.934401,0.0,0.0,0.0
20,0.025,-0.142971,0.394217,9.896714,0.0,0.0,0.0
21,0.02625,-0.111266,0.467198,9.866803,0.0,0.0,0.0
22,0.0275,-0.083748,0.479162,9.866803,0.0,0.0,0.0
23,0.02875,-0.05982,0.405583,9.847063,0.0,0.0,0.0
24,0.03,-0.059222,0.372682,9.798608,0.0,0.0,0.0
25,0.03125,-0.104087,0.290129,9.79143,0.0,0.0,0.0
26,0.0325,-0.104087,0.306281,9.773483,0.0,0.0,0.0
27,0.03375,-0.101096,0.362512,9.758528,0.0,0.0,0.0
28,0.035,-0.161515,0.352343,9.757332,0.0,0.0,0.0
29,0.03625,-0.204586,0.352343,9.757332,0.0,0.0,0.0
30,0.0375,-0.262014,0.418145,9.761519,0.0,0.0,0.0
31,0.03875,-0.394217,0.492921,9.749555,0.0,0.0,0.0
32,0.04,-0.394217,0.545563,9.71785,0.0,0.0,0.0
33,0.04125,-0.432502,0.545563,9.71785,0.0,0.0,0.0
34,0.0425,-0.504287,0.608973,9.713065,0.0,0.0,0.0
35,0.043750000000000004,-0.504287,0.670588,9.722038,0.0,0.0,0.0
36,0.045,-0.50668,0.670588,9.740582,0.0,0.0,0.0
37,0.04625,-0.468993,0.750149,9.740582,0.0,0.0,0.0
38,0.0475,-0.418743,0.754935,9.699306,0.0,0.0,0.0
39,0.04875,-0.418743,0.793818,9.710074,0.0,0.0,0.0
40,0.05,-0.411565,0.793818,9.680762,0.0,0.0,0.0
41,0.051250000000000004,-0.337986,0.795015,9.680762,0.0,0.0,0.0
42,0.0525,-0.337986,0.806381,9.625128,0.0,0.0,0.0
43,0.05375,-0.267397,0.806381,9.583254,0.0,0.0,0.0
44,0.055,-0.262014,0.736391,9.583254,0.0,0.0,0.0
45,0.05625,-0.190827,0.689132,9.549754,0.0,0.0,0.0
46,0.0575,-0.190827,0.656829,9.5013,0.0,0.0,0.0
47,0.058750000000000004,-0.171685,0.656829,9.516255,0.0,0.0,0.0
48,0.06,-0.212363,0.628115,9.516255,0.0,0.0,0.0
49,0.06125,-0.202193,0.618544,9.476773,0.0,0.0,0.0
50,0.0625,-0.202193,0.675374,9.416355,0.0,0.0,0.0
51,0.06375,-0.241675,0.675374,9.416355,0.0,0.0,0.0
52,0.065,-0.308674,0.735792,9.463613,0.0,0.0,0.0
53,0.06625,-0.32004,0.743569,9.453443,0.0,0.0,0.0
54,0.0675,-0.32004,0.6999,9.424131,0.0,0.0,0.0
55,0.06875,-0.334995,0.6999,9.424131,0.0,0.0,0.0
56,0.07,-0.294915,0.707079,9.425926,0.0,0.0,0.0
57,0.07125000000000001,-0.294915,0.650847,9.386444,0.0,0.0,0.0
58,0.0725,-0.351744,0.650847,9.329615,0.0,0.0,0.0
59,0.07375,-0.300299,0.552143,9.329615,0.0,0.0,0.0
60,0.075,-0.337986,0.562911,9.270392,0.0,0.0,0.0
61,0.07625,-0.337986,0.59342,9.286544,0.0,0.0,0.0
62,0.0775,-0.302692,0.59342,9.276375,0.0,0.0,0.0
63,0.07875,-0.275174,0.58983,9.276375,0.0,0.0,0.0
64,0.08,-0.288933,0.690329,9.30449,0.0,0.0,0.0
65,0.08125,-0.288933,0.712462,9.300303,0.0,0.0,0.0
66,0.0825,-0.282951,0.720837,9.373284,0.0,0.0,0.0
67,0.08375,-0.298504,0.751944,9.376873,0.0,0.0,0.0
68,0.085,-0.323031,0.751944,9.394221,0.0,0.0,0.0
69,0.08625000000000001,-0.449252,0.825523,9.383453,0.0,0.0,0.0
70,0.08750000000000001,-0.476769,0.80997,9.358329,0.0,0.0,0.0
71,0.08875,-0.447457,0.78664,9.358329,0.0,0.0,0.0
72,0.09,-0.391824,0.801595,9.285946,0.0,0.0,0.0
73,0.09125,-0.383449,0.741176,9.242277,0.0,0.0,0.0
74,0.0925,-0.357128,0.670588,9.215358,0.0,0.0,0.0
75,0.09375,-0.357128,0.675972,9.180063,0.0,0.0,0.0
76,0.095,-0.320638,0.622133,9.136993,0.0,0.0,0.0
77,0.09625,-0.255433,0.622133,9.069994,0.0,0.0,0.0
78,0.0975,-0.15972,0.518644,9.080163,0.0,0.0,0.0
79,0.09875,-0.135792,0.406779,9.080163,0.0,0.0,0.0
80,0.1,-0.156729,0.340379,9.022735,0.0,0.0,0.0
81,0.10125,-0.097507,0.232701,8.977272,0.0,0.0,0.0
82,0.10250000000000001,-0.145363,0.202791,8.945567,0.0,0.0,0.0
83,0.10375000000000001,-0.145363,0.172881,8.887541,0.0,0.0,0.0
84,0.105,-0.187836,0.206979,8.86122,0.0,0.0,0.0
85,0.10625,-0.203988,0.206979,8.820542,0.0,0.0,0.0
86,0.1075,-0.188434,0.284745,8.820542,0.0,0.0,0.0
87,0.10875,-0.270388,0.306879,8.782257,0.0,0.0,0.0
88,0.11,-0.238085,0.306281,8.742775,0.0,0.0,0.0
89,0.11125,-0.238085,0.332004,8.68774,0.0,0.0,0.0
90,0.1125,-0.227916,0.332004,8.678767,0.0,0.0,0.0
91,0.11375,-0.204586,0.41336,8.678767,0.0,0.0,0.0
92,0.115,-0.156131,0.52642,8.669196,0.0,0.0,0.0
93,0.11625,-0.135792,0.665204,8.652446,0.0,0.0,0.0
94,0.11750000000000001,-0.135792,0.665204,8.654241,0.0,0.0,0.0
95,0.11875000000000001,-0.061615,0.719641,8.654241,0.0,0.0,0.0
96,0.12,-0.020338,0.724427,8.644669,0.0,0.0,0.0
97,0.12125,-0.020338,0.726221,8.655437,0.0,0.0,0.0
98,0.1225,0.008973,0.726221,8.655437,0.0,0.0,0.0
99,0.12375,-0.017946,0.726819,8.681758,0.0,0.0,0.0
100,0.125,-0.017946,0.696909,8.685347,0.0,0.0,0.0
101,0.12625,-0.030508,0.735194,8.691329,0.0,0.0,0.0
102,0.1275,-0.054436,0.735194,8.714061,0.0,0.0,0.0
103,0.12875,-0.065802,0.709471,8.714061,0.0,0.0,0.0
104,0.13,-0.065802,0.646062,8.71107,0.0,0.0,0.0
105,0.13125,-0.109471,0.646062,8.758927,0.0,0.0,0.0
106,0.1325,-0.145962,0.632303,8.758927,0.0,0.0,0.0
107,0.13375,-0.218943,0.699302,8.776275,0.0,0.0,0.0
108,0.135,-0.218943,0.731007,8.811569,0.0,0.0,0.0
109,0.13625,-0.185443,0.731007,8.811569,0.0,0.0,0.0
110,0.1375,-0.139381,0.735792,8.818149,0.0,0.0,0.0
111,0.13875,-0.139381,0.724427,8.860023,0.0,0.0,0.0
112,0.14,-0.119042,0.724427,8.917451,0.0,0.0,0.0
113,0.14125000000000001,-0.129212,0.666999,8.917451,0.0,0.0,0.0
114,0.14250000000000002,-0.104685,0.738783,8.933004,0.0,0.0,0.0
115,0.14375000000000002,-0.003589,0.742971,8.920442,0.0,0.0,0.0
116,0.145,-0.003589,0.783051,9.019146,0.0,0.0,0.0
117,0.14625,0.021535,0.783051,9.019146,0.0,0.0,0.0
118,0.1475,0.049052,0.743569,9.029914,0.0,0.0,0.0
119,0.14875,0.049052,0.722632,9.084351,0.0,0.0,0.0
120,0.15,0.080757,0.722632,9.133403,0.0,0.0,0.0
121,0.15125,0.079561,0.704088,9.133403,0.0,0.0,0.0
122,0.1525,0.079561,0.648454,9.157332,0.0,0.0,0.0
123,0.15375,0.031106,0.648454,9.18126,0.0,0.0,0.0
124,0.155,-0.001196,0.55992,9.18126,0.0,0.0,0.0
125,0.15625,-0.001196,0.508474,9.238089,0.0,0.0,0.0
126,0.1575,-0.013758,0.508474,9.285348,0.0,0.0,0.0
127,0.15875,-0.004785,0.449252,9.285348,0.0,0.0,0.0
128,0.16,-0.004785,0.449252,9.360123,0.0,0.0,0.0
129,0.16125,-0.116051,0.449252,9.406185,0.0,0.0,0.0
130,0.1625,-0.101694,0.477966,9.406185,0.0,0.0,0.0
131,0.16375,-0.157926,0.468395,9.419346,0.0,0.0,0.0
132,0.165,-0.157926,0.468395,9.491729,0.0,0.0,0.0
133,0.16625,-0.136989,0.531804,9.491729,0.0,0.0,0.0
134,0.1675,-0.090329,0.527019,9.521041,0.0,0.0,0.0
135,0.16875,-0.090329,0.609571,9.54138,0.0,0.0,0.0
136,0.17,-0.133998,0.609571,9.579067,0.0,0.0,0.0
137,0.17125,-0.115453,0.641276,9.579067,0.0,0.0,0.0
138,0.17250000000000001,-0.077766,0.652642,9.613164,0.0,0.0,0.0
139,0.17375000000000002,-0.077766,0.629312,9.628119,0.0,0.0,0.0
140,0.17500000000000002,-0.058025,0.629312,9.627521,0.0,0.0,0.0
141,0.17625,-0.027517,0.582054,9.620343,0.0,0.0,0.0
142,0.1775,-0.02991,0.528813,9.620343,0.0,0.0,0.0
143,0.17875,0.002991,0.584446,9.628718,0.0,0.0,0.0
144,0.18,0.002991,0.563509,9.672387,0.0,0.0,0.0
145,0.18125,0.011964,0.600598,9.686145,0.0,0.0,0.0
146,0.1825,-0.01316,0.600598,9.686145,0.0,0.0,0.0
147,0.18375,-0.01316,0.516251,9.762118,0.0,0.0,0.0
148,0.185,0.022133,0.516251,9.762118,0.0,0.0,0.0
149,0.18625,-0.012562,0.411565,9.811769,0.0,0.0,0.0
150,0.1875,-0.012562,0.393021,9.823134,0.0,0.0,0.0
151,0.18875,-0.02991,0.393021,9.842875,0.0,0.0,0.0
152,0.19,-0.010767,0.382253,9.842875,0.0,0.0,0.0
153,0.19125,-0.074177,0.294317,9.8345,0.0,0.0,0.0
154,0.1925,-0.074177,0.302093,9.882357,0.0,0.0,0.0
155,0.19375,-0.107078,0.302093,9.893723,0.0,0.0,0.0
156,0.195,-0.103489,0.309272,9.890134,0.0,0.0,0.0
157,0.19625,0.007178,0.282353,9.891928,0.0,0.0,0.0
158,0.1975,0.017347,0.362512,9.891928,0.0,0.0,0.0
159,0.19875,0.017347,0.4331,9.879366,0.0,0.0,0.0
160,0.2,0.035294,0.488734,9.929615,0.0,0.0,0.0
161,0.20125,0.069391,0.488734,9.94457,0.0,0.0,0.0
162,0.2025,0.080159,0.524626,9.958329,0.0,0.0,0.0
163,0.20375000000000001,0.104087,0.5665,9.958329,0.0,0.0,0.0
164,0.20500000000000002,0.092721,0.554536,10.012766,0.0,0.0,0.0
165,0.20625000000000002,0.092721,0.522233,10.001998,0.0,0.0,0.0
166,0.20750000000000002,0.123828,0.522233,10.010971,0.0,0.0,0.0
167,0.20875,0.111864,0.45643,10.010971,0.0,0.0,0.0
168,0.21,0.116051,0.354137,10.002596,0.0,0.0,0.0
169,0.21125,0.116051,0.352343,10.02473,0.0,0.0,0.0
170,0.2125,0.11306,0.352343,10.017551,0.0,0.0,0.0
171,0.21375,0.104685,0.271585,10.017551,0.0,0.0,0.0
172,0.215,0.008374,0.198006,10.001998,0.0,0.0,0.0
173,0.21625,0.008374,0.126221,10.019944,0.0,0.0,0.0
174,0.2175,-0.061016,0.126221,9.999605,0.0,0.0,0.0
175,0.21875,-0.051445,0.090329,9.999605,0.0,0.0,0.0
176,0.22,-0.152542,0.078364,9.982257,0.0,0.0,0.0
177,0.22125,-0.152542,0.023928,9.996614,0.0,0.0,0.0
178,0.2225,-0.140578,0.023928,10.060622,0.0,0.0,0.0
179,0.22375,-0.08315,0.002991,10.060622,0.0,0.0,0.0
180,0.225,-0.058025,0.095712,10.095916,0.0,0.0,0.0
181,0.22625,-0.058025,0.095712,10.135996,0.0,0.0,0.0
182,0.2275,0.011964,0.205184,10.135996,0.0,0.0,0.0
183,0.22875,0.096311,0.32004,10.126425,0.0,0.0,0.0
184,0.23,0.096311,0.424726,10.133005,0.0,0.0,0.0
185,0.23125,0.241675,0.484546,10.135398,0.0,0.0,0.0
186,0.2325,0.312861,0.484546,10.135398,0.0,0.0,0.0
187,0.23375,0.334396,0.49651,10.130612,0.0,0.0,0.0
188,0.23500000000000001,0.334396,0.522233,10.11147,0.0,0.0,0.0
189,0.23625000000000002,0.380458,0.522233,10.11147,0.0,0.0,0.0
190,0.23750000000000002,0.395413,0.518046,10.095916,0.0,0.0,0.0
191,0.23875000000000002,0.395413,0.53001,10.046863,0.0,0.0,0.0
192,0.24,0.369691,0.53001,10.067801,0.0,0.0,0.0
193,0.24125,0.306281,0.488135,10.067801,0.0,0.0,0.0
194,0.2425,0.187836,0.477368,10.067801,0.0,0.0,0.0
195,0.24375,0.187836,0.486939,10.046863,0.0,0.0,0.0
196,0.245,0.130408,0.486939,10.083354,0.0,0.0,0.0
197,0.24625,0.026321,0.422333,10.083354,0.0,0.0,0.0
198,0.2475,-0.028713,0.391824,10.062417,0.0,0.0,0.0
